BonoCPUUsage,BonoLatencyVariance,RegisterRT
49.5861,1656.681,2
49.8141,1656.681,3
49.9492,1656.681,2
50.1356,1656.681,2
50.3301,1656.681,2
50.3473,2763.017,2
50.4318,2763.017,2
50.7872,2763.017,2
50.9309,2763.017,2
50.8211,2763.017,2
50.9472,354.136,2
51.0833,354.136,2
51.0833,354.136,2
50.9063,354.136,2
51.1352,354.136,3
51.1107,302.99,2
51.1782,302.99,2
51.2274,302.99,2
51.2179,302.99,2
51.2096,302.99,2
51.328,388.09,2
51.4542,388.09,2
51.4875,388.09,2
51.4199,388.09,2
51.3696,539.995,2
51.3623,539.995,2
51.5146,539.995,2
51.6249,539.995,2
51.66665,539.995,2
51.7084,539.995,2
51.925,458.896,2
51.9163,458.896,2
51.9656,458.896,2
52.2443,458.896,3
52.1013,458.896,2
52.1622,4701.785,2
52.2282,4701.785,2
52.2048,4701.785,2
52.1989,4701.785,2
52.1644,4701.785,2
52.0555,340.263,2
52.0548,340.263,2
52.0636,340.263,2
52.0967,340.263,2
52.1143,349.639,2
52.121,349.639,2
52.121,349.639,2
52.1967,349.639,2
52.0879,349.639,2
52.0122,349.639,2
52.0196,471.195,2
52.0446,471.195,2
52.0851,471.195,2
52.0837,471.195,2
51.9231,471.195,2
51.8062,431.198,2
51.8231,431.198,2
51.6636,431.198,2
51.773,431.198,2
51.8819,366.736,2
51.7893,366.736,2
51.74245,366.736,2
51.6956,366.736,2
51.5944,366.736,2
51.4778,366.736,2
51.4619,500.396,2
51.4696,500.396,2
51.3523,500.396,2
51.2855,500.396,2
51.3706,500.396,2
51.5223,337.13,2
51.445,337.13,2
51.6565,337.13,2
51.6996,337.13,2
51.8093,337.13,2
51.9588,621.806,2
51.9946,621.806,2
51.9452,621.806,2
52.0488,621.806,2
52.06605,482.021,2
52.0833,342.236,2
51.939,342.236,2
51.9127,342.236,2
51.855,342.236,2
51.9716,342.236,2
51.9553,263.107,2
51.9045,263.107,2
51.6227,263.107,2
51.5797,263.107,2
51.4962,263.107,2
51.572,332.87,2
51.6478,332.87,2
51.5203,332.87,2
51.6869,332.87,2
51.805,508.948,2
51.9892,508.948,2
51.9892,508.948,2
51.9643,508.948,2
52.0067,508.948,2
52.0236,508.948,2
52.0925,334.96,3
52.2773,334.96,2
52.5392,334.96,2
52.4123,334.96,2
52.3103,334.96,2
52.3882,6075.712,2
52.3568,6075.712,2
52.2716,6075.712,2
52.2048,6075.712,2
52.1967,3955.607,2
52.1864,3955.607,2
52.1937,3955.607,2
52.1897,3955.607,2
52.1857,3955.607,2
52.1622,3955.607,3
52.1365,1368.519,2
52.077,1368.519,2
52.102,1368.519,2
52.1013,1368.519,2
52.077,1368.519,2
52.1343,318.464,2
52.2187,318.464,2
52.2084,318.464,2
52.1167,318.464,2
52.2428,276.838,2
52.3272,276.838,2
52.4347,276.838,2
52.45155,276.838,2
52.4684,276.838,2
52.4364,276.838,2
52.5527,424.532,2
52.4427,424.532,2
52.4355,424.532,2
52.5013,424.532,2
52.4739,424.532,2
52.4659,679.153,2
52.4105,679.153,2
52.3441,679.153,2
52.3185,679.153,2
52.3602,679.153,2
52.5378,290.599,2
52.6148,290.599,3
52.7899,290.599,2
52.774,290.599,2
52.7731,514.373,2
52.8221,514.373,2
52.8711,514.373,2
52.8631,514.373,2
52.959,514.373,2
53.0688,514.373,2
53.1161,254.147,2
53.1565,254.147,2
márc.53,254.147,2
53.0183,254.147,2
52.9926,254.147,2
52.873,718.25,2
52.8394,718.25,2
52.6537,718.25,2
52.7022,718.25,2
52.7932,264.186,2
52.7535,264.186,2
52.69165,264.186,2
52.6298,264.186,2
52.5105,264.186,2
52.568,264.186,2
52.8277,600.708,2
52.7367,600.708,2
52.7004,600.708,2
52.81585,600.708,2
52.9313,600.708,2
52.9431,370.184,3
52.9027,370.184,3
52.9027,370.184,2
53.0034,370.184,2
53.0664,370.184,2
53.1234,266.124,2
53.1313,266.124,2
53.09935,266.124,2
53.0674,266.124,2
52.879,266.124,2
52.7437,226.319,2
52.5751,226.319,2
52.5336,226.319,2
46.5911,328.288,2
47.0489,113149.029,2
47.4814,113149.029,2
47.61335,113149.029,2
47.7453,113149.029,2
47.9209,113149.029,2
48.0236,113149.029,2
48.0568,687.069,3
48.207,687.069,3
48.5207,687.069,3
48.6052,687.069,2
48.8081,20153.661,2
49.0107,20153.661,2
49.2651,20153.661,2
49.2651,20153.661,2
49.5521,20153.661,2
49.8141,20153.661,2
50.0845,594.555,2
50.2703,594.555,3
50.5741,594.555,2
50.5827,594.555,2
51.0635,811.17,2
51.0635,811.17,2
51.2068,811.17,2
51.4247,811.17,2
51.4932,811.17,2
51.5617,811.17,2
51.6968,1415.8,2
51.7887,1415.8,2
51.8656,1415.8,2
52.0169,1415.8,2
52.1336,1368.394,2
52.3142,1368.394,2
52.5063,1368.394,2
52.6662,1368.394,2
52.7497,1368.394,2
52.80525,964.1605,2
52.8608,559.927,2
53.0037,559.927,2
53.1398,559.927,3
53.4727,559.927,2
53.5275,559.927,2
53.7464,611.214,2
53.9963,611.214,2
54.0222,611.214,2
54.0572,611.214,2
54.3588,611.214,2
54.3511,547.369,3
54.4276,547.369,3
54.4491,547.369,2
54.2838,547.369,2
54.2742,400.314,2
54.2419,400.314,2
54.199,400.314,2
54.475,400.314,2
54.5225,400.314,2
54.57,400.314,2
54.4688,450.446,2
54.5945,450.446,2
54.5025,450.446,2
54.5531,450.446,2
54.9241,450.446,2
54.8061,982.653,2
54.6406,982.653,2
54.6529,982.653,2
54.682,982.653,2
54.7924,982.653,2
54.9747,495.576,2
54.8676,495.576,2
54.6883,495.576,2
54.636,495.576,2
54.6743,506.868,2
54.7756,506.868,2
54.7651,506.868,2
54.7651,506.868,2
54.739,506.868,2
54.6714,506.868,2
54.7205,363.611,2
54.7221,363.611,2
54.5393,363.611,2
54.5531,363.611,2
54.3673,363.611,2
54.4334,346.366,2
54.4441,346.366,2
54.4471,346.366,2
54.547,346.366,2
54.5793,411.359,2
54.6484,411.359,2
54.7635,411.359,3
54.8818,411.359,2
54.854,411.359,2
55.011,411.359,2
54.8589,2581.872,2
54.7792,2581.872,2
54.7792,2581.872,2
54.7934,2581.872,2
54.8993,2581.872,2
54.9501,470.556,2
54.8043,470.556,2
54.7486,470.556,2
54.6039,470.556,2
54.6332,287.639,2
54.4207,287.639,2
54.40305,287.639,2
54.3854,287.639,2
54.407,287.639,2
54.1638,287.639,2
54.2364,283.089,2
54.2273,283.089,2
54.1667,283.089,2
54.3331,283.089,2
54.3074,283.089,2
54.3566,518.991,2
54.5378,518.991,2
54.5424,518.991,2
54.5162,518.991,2
54.5101,522.063,2
54.4377,522.063,2
54.664,522.063,2
54.7339,522.063,3
54.8038,522.063,2
54.8005,522.063,2
54.7575,596.99,2
54.7543,596.99,2
54.7941,596.99,2
54.7864,596.99,2
54.7756,596.99,2
54.8126,503.085,2
54.7342,503.085,2
54.7647,503.085,2
54.7004,503.085,2
54.8583,1313.118,2
54.7924,1313.118,2
54.9149,1313.118,2
54.8012,1313.118,2
54.77835,1313.118,2
54.7555,1313.118,2
54.5531,333.334,2
54.3922,333.334,2
54.4972,333.334,2
54.6022,333.334,2
54.5117,333.334,2
54.5087,294.207,2
54.5914,294.207,2
54.4965,294.207,2
54.5225,294.207,2
54.6052,294.207,2
54.5087,406.207,2
54.5103,406.207,2
54.5103,406.207,2
54.5669,406.207,2
54.4706,406.207,2
54.3668,431.141,2
54.4707,431.141,2
54.4799,431.141,2
54.5714,431.141,2
54.5866,469.152,2
54.5866,507.163,2
54.6155,507.163,3
54.5607,507.163,2
54.4966,507.163,2
54.5226,507.163,2
54.7208,698.519,3
54.7407,698.519,2
54.8506,698.519,2
54.8858,698.519,2
54.7943,698.519,2
54.6691,308.559,2
54.7027,308.559,2
54.8062,308.559,2
54.5943,308.559,2
54.6494,423.076,2
54.5776,537.593,2
54.342,537.593,2
54.3131,537.593,2
54.3116,537.593,2
54.2108,537.593,2
54.4416,405.521,2
54.278,405.521,2
54.1491,405.521,2
54.2025,405.521,2
54.095,405.521,2
54.0873,377.573,2
54.0536,377.573,2
53.9032,377.573,2
54.0212,377.573,2
54.0837,710.631,2
54.0071,710.631,2
54.1449,710.631,2
54.0978,710.631,2
54.0978,710.631,2
54.1653,710.631,2
54.2207,794.772,3
54.1898,794.772,2
54.1898,794.772,2
54.1716,794.772,2
54.2915,794.772,2
54.2992,477.766,2
54.4828,477.766,2
54.4659,477.766,2
54.342,477.766,2
54.6998,1344.086,2
54.7855,1344.086,2
54.6097,1344.086,2
54.596,1344.086,2
54.5439,1344.086,2
54.61585,847.263,2
54.6878,350.44,2
54.7551,350.44,2
54.697,350.44,2
54.593,350.44,2
54.5884,350.44,2
54.849,410.068,2
54.7097,410.068,2
54.9334,24524.617,3
54.9578,24524.617,3
54.9578,24524.617,3
55.0067,24524.617,3
54.9301,72391.891,3
54.9115,72391.891,3
55.112,72391.891,3
55.0564,72391.891,3
54.9907,72391.891,3
54.9907,72391.891,3
55.0337,32196.616,3
54.9773,32196.616,3
54.9756,32196.616,3
54.8561,32196.616,3
54.8957,38121.239,3
54.8832,38121.239,3
54.8295,38121.239,3
54.8295,38121.239,3
54.7395,38121.239,3
54.8387,42994.108,3
54.6478,42994.108,3
54.5959,42994.108,3
54.4782,42994.108,3
54.518,42994.108,3
54.518,42994.108,3
54.5852,32491.856,3
54.5699,32491.856,3
54.5775,32491.856,3
54.6187,32491.856,3
54.6187,32491.856,3
54.5729,45120.284,3
54.5073,45120.284,3
54.4951,45120.284,3
54.4418,45120.284,3
54.3824,36788.435,3
54.4815,36788.435,3
54.4815,36788.435,3
54.4221,36788.435,3
54.4556,36788.435,3
54.3278,42293.959,3
54.3475,42293.959,3
54.2148,42293.959,3
54.2072,42293.959,3
54.2072,42293.959,3
54.0654,42293.959,3
54.3504,68293.769,3
54.1478,68293.769,3
54.0369,68293.769,3
54.0613,68293.769,3
53.8938,41978.563,3
53.8848,41978.563,3
53.8758,41978.563,3
53.8255,41978.563,3
53.7406,41978.563,3
53.4705,33599.756,3
53.4627,33599.756,3
53.4538,33599.756,3
53.4125,33599.756,3
53.4125,33599.756,3
53.4783,49773.894,3
53.4503,49773.894,3
53.0582,49773.894,3
53.08715,49773.894,3
53.1161,49773.894,3
53.0837,49773.894,3
52.9087,37758.924,3
53.0483,37758.924,3
52.6826,37758.924,3
52.5727,37758.924,3
52.4048,74069.813,3
52.4048,74069.813,3
52.5217,74069.813,3
52.49,74069.813,3
52.4494,74069.813,3
52.2408,53950.039,3
52.2408,33830.265,3
52.4335,33830.265,3
52.3339,33830.265,3
52.2081,33830.265,3
51.8977,45755.794,3
51.9231,45755.794,3
51.8141,45755.794,3
51.697,45755.794,3
51.697,45755.794,3
51.5897,45755.794,3
51.8176,6581.495,3
51.8437,4337.954,3
51.7596,4337.954,3
51.8032,4337.954,3
51.8949,4337.954,3
52.0728,4337.954,3
51.9629,8223.685,3
51.9454,8223.685,3
51.99595,8223.685,3
52.0465,8223.685,3
51.9953,8223.685,3
52.1549,12075.865,3
52.2054,12075.865,3
52.2398,12075.865,3
52.2559,12075.865,3
52.2655,12075.865,3
52.4756,27226.602,3
52.4756,42377.339,3
52.5606,42377.339,3
52.4941,42377.339,3
52.4701,42377.339,3
52.4444,9762.777,3
52.5013,9762.777,3
52.4516,9762.777,3
52.4098,9762.777,2
52.4355,9762.777,3
52.4162,9762.777,3
52.4427,7799.674,3
52.5341,7799.674,3
52.5429,7799.674,3
52.4034,7799.674,3
52.4034,7799.674,3
52.4364,7462.962,3
52.5126,7462.962,3
52.3858,7462.962,3
52.4195,7462.962,3
52.2677,7301.301,3
52.2172,7301.301,3
52.2172,7301.301,3
52.1842,7301.301,3
52.1754,7301.301,3
52.234,6249.808,3
52.149,6249.808,3
52.0654,6249.808,3
52.0904,6249.808,3
51.9879,6249.808,3
51.9778,6334.127,3
52.0619,6334.127,3
51.9299,6334.127,3
51.9562,6334.127,3
51.8712,6334.127,3
51.7363,4543.584,3
51.6374,4543.584,3
51.6374,4543.584,3
51.5944,4543.584,3
51.638,4543.584,3
51.6717,3755.953,3
51.6636,3755.953,3
51.645,3755.953,3
51.6276,3755.953,3
51.5427,3755.953,3
51.5427,3755.953,3
51.5688,3331.728,3
51.6026,3331.728,3
51.645,3331.728,3
51.5264,3331.728,3
51.4344,3448.667,3
51.4006,3448.667,3
51.33395,3448.667,3
51.2673,3448.667,3
51.3856,3448.667,3
51.2938,1684.833,3
51.1585,1684.833,3
51.1919,1684.833,3
51.1589,1684.833,3
51.1246,1684.833,3
51.07405,3918.276,3
51.0235,6151.719,3
51.048,6151.719,3
51.1318,6151.719,3
51.1149,6151.719,3
51.0811,12914.881,3
51.1321,12914.881,3
51.2756,12914.881,3
51.31005,12914.881,3
51.3445,12914.881,3
51.3445,12914.881,3
51.4957,19228.828,3
51.5305,19228.828,3
51.6746,19228.828,3
51.7667,19228.828,3
51.7836,57206.428,3
51.77075,57206.428,3
51.7579,57206.428,3
51.9019,57206.428,3
51.9007,57206.428,3
51.8168,26465.403,3
51.875,26465.403,3
51.8587,26465.403,3
51.9094,26465.403,3
51.9176,26465.403,3
51.8249,26465.403,3
51.8756,14551.077,3
51.9094,14551.077,3
51.9344,14551.077,3
51.9682,14551.077,3
52.0446,23293.06,3
51.9169,23293.06,3
51.9169,23293.06,3
51.773,23293.06,3
51.8318,23293.06,3
52.0095,50660.011,3
52.0756,50660.011,3
52.1255,50660.011,3
52.201,50660.011,3
52.0816,50660.011,3
52.1402,50660.011,3
52.1475,24742.041,3
52.2486,24742.041,3
52.3593,24742.041,3
48.6046,202453.219,3
48.6968,120451.427,3
48.5119,120451.427,3
48.3106,120451.427,3
47.9233,120451.427,3
47.7808,73056.963,3
47.7808,73056.963,3
47.4861,73056.963,3
46.8718,73056.963,3
46.8718,73056.963,3
46.6083,66870.787,3
46.2717,66870.787,3
46.106,66870.787,3
45.5707,66870.787,3
45.3277,66870.787,3
45.3277,66870.787,3
45.1504,42742.58,3
44.8966,42742.58,3
44.5585,42742.58,3
44.1903,42742.58,3
43.9812,63780.288,3
43.9812,63780.288,3
43.688,63780.288,3
42.9867,63780.288,3
42.7516,63780.288,3
42.58005,41921.797,3
42.4085,20063.306,3
42.0531,20063.306,3
41.7045,20063.306,3
41.4216,20063.306,3
41.1221,19067.616,3
40.4874,19067.616,3
40.178,19067.616,3
39.94625,19067.616,3
39.7145,19067.616,3
39.4021,19067.616,3
39.1166,8302.702,3
38.9019,8302.702,3
38.4706,8302.702,3
37.8569,8302.702,3
37.605,3375.98,3
37.4611,3375.98,3
37.3172,3375.98,3
37.0234,3375.98,3
36.8005,3375.98,3
36.5653,1683.128,3
36.2034,1683.128,3
35.7323,1683.128,3
35.2458,1683.128,3
35.20635,1683.128,3
35.1669,1683.128,3
34.9036,3085.334,3
34.5503,3085.334,3
34.1929,3085.334,3
34.1088,3085.334,3
33.4672,2601.996,3
33.311,2601.996,3
33.311,2601.996,3
32.8703,2601.996,3
32.5749,2601.996,3
32.2062,2281.417,3
32.2062,2281.417,3
32.156,2281.417,3
32.2403,2281.417,3
32.2265,2281.417,3
32.2127,2281.417,3
32.291,1727.139,3
32.2683,1727.139,3
32.3859,1727.139,3
32.3362,1727.139,3
32.4148,1738.1,3
32.34505,1738.1,3
32.2753,1738.1,3
32.1518,1738.1,3
32.1906,1738.1,3
32.1506,2841.568,3
31.9886,2841.568,3
32.0569,2841.568,3
31.8668,2841.568,3
31.8668,2841.568,3
31.844,2841.568,3
31.8053,4098.604,3
31.7261,4098.604,3
31.6362,4098.604,3
31.586,4098.604,3
31.586,máj.82,3
31.57455,máj.82,3
31.5631,máj.82,3
31.6583,máj.82,3
31.6371,máj.82,3
31.6133,5476.774,3
31.7024,5476.774,3
31.5339,5476.774,3
31.6072,5476.774,3
31.58425,5476.774,3
31.5613,5476.774,3
31.5048,8418.679,3
31.3633,8418.679,3
31.4094,8418.679,3
31.511,8418.679,3
31.5287,5895.216,3
31.5525,5895.216,3
31.5688,5895.216,3
31.5851,5895.216,3
31.6644,5895.216,3
31.653,3388.238,3
31.5966,3388.238,3
31.5631,3388.238,3
31.5119,3388.238,3
31.4334,3388.238,3
31.39145,5815.952,3
31.3495,8243.666,3
31.1629,8243.666,3
31.1797,8243.666,3
31.1283,8243.666,3
31.1051,6994.546,3
31.0472,6994.546,3
31.0084,6994.546,3
31.0084,6994.546,3
31.0096,6994.546,3
30.9128,2726.378,3
30.8455,2726.378,3
30.8455,2726.378,3
30.627,2726.378,3
30.6308,2726.378,3
30.6205,6508.151,3
30.4589,6508.151,3
30.4421,6508.151,3
30.4253,6508.151,3
30.4253,6508.151,3
30.3683,3889.725,3
30.2556,3889.725,3
30.2658,3889.725,3
30.472,3889.725,3
30.4903,3889.725,3
30.4903,3889.725,3
30.4917,8186.587,3
30.4099,8186.587,3
30.3478,8186.587,3
30.3478,8186.587,3
30.3646,8186.587,3
30.3208,8218.924,3
30.3392,8218.924,3
30.3376,8218.924,3
30.2822,8218.924,3
30.2419,7148.796,3
30.3508,7148.796,3
30.3508,7148.796,3
30.2333,7148.796,3
30.2888,7148.796,3
30.1763,10197.522,3
30.2735,10197.522,3
30.2532,10197.522,3
30.2029,10197.522,3
30.2146,10197.522,3
30.2146,10197.522,3
30.1744,5900.916,3
30.3117,5900.916,3
30.3401,5900.916,3
30.3467,5900.916,3
30.1994,8756.516,3
30.2329,8756.516,3
30.0872,8756.516,3
42.6749,35714.599,3
42.6749,35714.599,3
42.6749,35714.599,3
42.5285,35714.599,3
42.5118,35714.599,3
